KEY,DATE_ONLY,CAMPUS,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
31/12/2025_07g00_2,2025-12-31,CS2,H6-514,108,98,"EE2039(51), CI2137(47)",0.9074074074074074
31/12/2025_07g00_2,2025-12-31,CS2,H6-504,106,97,"EE2039(50), EE3067(47)",0.9150943396226415
31/12/2025_07g00_2,2025-12-31,CS2,H6-308,144,127,"CI2137(46), IM3105(41), CO3001(40)",0.8819444444444444
31/12/2025_07g00_2,2025-12-31,CS2,H6-305,129,123,"CI2137(43), CO3001(40), CH2017(40)",0.9534883720930233
31/12/2025_07g00_2,2025-12-31,CS2,H6-310,80,80,"CI2137(40), CO3001(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-201,120,120,"CO3001(40), CH3003(40), CH3133(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-205,117,117,"CO3001(40), CH3133(40), IM3105(37)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-206,80,80,"CO3001(40), CH3133(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-208,117,117,"CO3001(40), EE2039(40), CH3133(37)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-210,80,80,"CO3001(40), EE2039(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-211,126,120,"CO3001(40), EE2039(40), GE2001(40)",0.9523809523809523
31/12/2025_07g00_2,2025-12-31,CS2,H6-212,80,80,"CO3001(40), GE2001(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-213,80,80,"CO3001(40), IM3105(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-411,80,80,"IM3105(40), IU2035(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H6-413,80,80,"IM3105(40), MA1003(40)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H2-406,156,156,"MA1003(40), CI2137(39), IU2035(39), CH3133(38)",1.0
31/12/2025_07g00_2,2025-12-31,CS2,H2-403,93,78,"MA1003(39), MA4067(39)",0.8387096774193549
31/12/2025_07g00_2,2025-12-31,CS2,H1-103,90,77,"ME4311(39), CI2137(38)",0.8555555555555555
31/12/2025_07g00_2,2025-12-31,CS2,H1-204,129,128,"IU3011(37), MA1003(37), CH3133(36), CH2017(18)",0.9922480620155039
31/12/2025_07g00_2,2025-12-31,CS2,H1-106,66,65,"AS3029(34), CO3001(31)",0.9848484848484849
31/12/2025_07g00_2,2025-12-31,CS2,H6-415,80,68,"IM3105(34), MA1003(34)",0.85
31/12/2025_07g00_2,2025-12-31,CS2,H2-405,63,55,"TR3059(28), CH3003(27)",0.873015873015873
31/12/2025_07g00_2,2025-12-31,CS2,H3-101,68,49,"ME4135(25), TR3133(24)",0.7205882352941176
31/12/2025_09g30_1,2025-12-31,CS1,B5-GD,130,67,"LA4007(37), ME2003(30)",0.5153846153846153
31/12/2025_09g30_1,2025-12-31,CS1,B4-402,60,58,"ME2003(30), LA4007(28)",0.9666666666666667
31/12/2025_09g30_1,2025-12-31,CS1,B4-403,60,30,ME2003(30),0.5
31/12/2025_09g30_1,2025-12-31,CS1,B4-303,60,27,ME2003(27),0.45
31/12/2025_09g30_1,2025-12-31,CS1,B4-405,60,27,ME2003(27),0.45
31/12/2025_09g30_1,2025-12-31,CS1,B4-302,60,26,ME2003(26),0.43333333333333335
31/12/2025_09g30_2,2025-12-31,CS2,H6-GD,250,57,"ME2003(40), EE3127(17)",0.228
31/12/2025_09g30_2,2025-12-31,CS2,H6-110,80,40,ME2003(40),0.5
31/12/2025_09g30_2,2025-12-31,CS2,H6-113,129,40,ME2003(40),0.31007751937984496
31/12/2025_09g30_2,2025-12-31,CS2,H6-201,120,40,ME2003(40),0.3333333333333333
31/12/2025_09g30_2,2025-12-31,CS2,H6-205,117,40,ME2003(40),0.3418803418803419
31/12/2025_09g30_2,2025-12-31,CS2,H6-208,117,40,ME2003(40),0.3418803418803419
31/12/2025_09g30_2,2025-12-31,CS2,H6-112,80,39,ME2003(39),0.4875
31/12/2025_09g30_2,2025-12-31,CS2,H6-211,126,39,ME2003(39),0.30952380952380953
31/12/2025_09g30_2,2025-12-31,CS2,H6-206,80,38,ME2003(38),0.475
31/12/2025_09g30_2,2025-12-31,CS2,H6-210,80,37,ME2003(37),0.4625
31/12/2025_09g30_2,2025-12-31,CS2,H6-212,80,32,ME2003(32),0.4
31/12/2025_13g00_1,2025-12-31,CS1,B5-GD,130,130,"SP1043(54), EE3401(45), MT1009(31)",1.0
31/12/2025_13g00_1,2025-12-31,CS1,B1-306,84,83,"MT1009(42), SP1043(41)",0.9880952380952381
31/12/2025_13g00_1,2025-12-31,CS1,B1-305,72,61,"MT1009(35), ME3013(26)",0.8472222222222222
31/12/2025_13g00_1,2025-12-31,CS1,B1-311,80,55,"MT1009(32), ME4007(23)",0.6875
31/12/2025_13g00_1,2025-12-31,CS1,B1-313,56,30,MT1009(30),0.5357142857142857
31/12/2025_13g00_1,2025-12-31,CS1,B1-315,56,30,MT1009(30),0.5357142857142857
31/12/2025_13g00_1,2025-12-31,CS1,B1-314,56,28,MT1009(28),0.5
31/12/2025_13g00_1,2025-12-31,CS1,B1-309,56,19,MT1009(19),0.3392857142857143
31/12/2025_13g00_1,2025-12-31,CS1,B1-214,48,17,MT1009(17),0.3541666666666667
31/12/2025_13g00_2,2025-12-31,CS2,H6-GD,250,196,"EE3087(49), ME3013(42), MT1009(41), ME4007(40), ME3007(24)",0.784
31/12/2025_13g00_2,2025-12-31,CS2,H6-205,117,102,"MT1009(41), ME3013(40), ME4007(21)",0.8717948717948718
31/12/2025_13g00_2,2025-12-31,CS2,H6-208,117,81,"MT1009(41), ME3013(40)",0.6923076923076923
31/12/2025_13g00_2,2025-12-31,CS2,H6-211,126,41,MT1009(41),0.3253968253968254
31/12/2025_13g00_2,2025-12-31,CS2,H6-110,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-112,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-201,120,40,MT1009(40),0.3333333333333333
31/12/2025_13g00_2,2025-12-31,CS2,H6-210,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-212,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-213,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-214,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-310,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-311,135,40,MT1009(40),0.2962962962962963
31/12/2025_13g00_2,2025-12-31,CS2,H6-312,80,40,MT1009(40),0.5
31/12/2025_13g00_2,2025-12-31,CS2,H6-405,120,40,MT1009(40),0.3333333333333333
31/12/2025_13g00_2,2025-12-31,CS2,H6-412,123,40,MT1009(40),0.3252032520325203
31/12/2025_13g00_2,2025-12-31,CS2,H6-109,80,39,MT1009(39),0.4875
31/12/2025_13g00_2,2025-12-31,CS2,H6-206,80,39,MT1009(39),0.4875
31/12/2025_13g00_2,2025-12-31,CS2,H6-305,129,39,MT1009(39),0.3023255813953488
31/12/2025_13g00_2,2025-12-31,CS2,H6-306,80,39,MT1009(39),0.4875
31/12/2025_13g00_2,2025-12-31,CS2,H6-313,80,38,MT1009(38),0.475
31/12/2025_15g30_1,2025-12-31,CS1,B5-GD,130,82,"CO3029(45), CH2053(37)",0.6307692307692307
31/12/2025_15g30_1,2025-12-31,CS1,B4-305,80,36,CH2053(36),0.45
31/12/2025_15g30_1,2025-12-31,CS1,B4-303,60,29,CH2053(29),0.48333333333333334
31/12/2025_15g30_1,2025-12-31,CS1,B4-302,60,25,CH2053(25),0.4166666666666667
31/12/2025_15g30_1,2025-12-31,CS1,B4-301,60,19,CH2053(19),0.31666666666666665
31/12/2025_15g30_2,2025-12-31,CS2,H6-GD,250,85,"CH2053(44), CO3029(41)",0.34
31/12/2025_15g30_2,2025-12-31,CS2,H6-208,117,66,"CO3029(40), CH2053(26)",0.5641025641025641
31/12/2025_15g30_2,2025-12-31,CS2,H6-210,80,65,"CO3029(40), CH2053(25)",0.8125
31/12/2025_15g30_2,2025-12-31,CS2,H6-212,80,65,"CO3029(40), CH2053(25)",0.8125
31/12/2025_15g30_2,2025-12-31,CS2,H6-213,80,64,"CO3029(39), CH2053(25)",0.8
31/12/2025_15g30_2,2025-12-31,CS2,H6-214,80,49,"CO3029(25), CH2053(24)",0.6125
31/12/2025_18g15_1,2025-12-31,CS1,B5-GD,130,64,"CO5159(42), IM5129(14), CH5665(8)",0.49230769230769234
