DATE_ONLY,TIME,CAMPUS,ROOM ID,ROOM CAPACITY,ROOM EXAM CAPACITY,COURSE ID,ALLOCATED STUDENTS
2025-12-16,09g30,CS2,H2-406,156,82,EE3121,27
2025-12-16,09g30,CS2,H2-406,156,82,MT1005,82
2025-12-16,09g30,CS2,H6-GD,250,250,MT1005,250
2025-12-16,13g00,CS1,B1-208,84,44,SP1033,44
2025-12-16,13g00,CS1,B1-306,84,44,SP1033,44
2025-12-16,13g00,CS1,B4-406,108,57,CO3017,15
2025-12-16,13g00,CS1,B4-406,108,57,SP1033,57
2025-12-16,13g00,CS1,B4-501,80,42,SP1033,14
2025-12-16,13g00,CS1,B4-502,80,42,SP1033,42
2025-12-16,13g00,CS1,B4-505,120,63,CO3017,57
2025-12-16,13g00,CS1,B4-505,120,63,SP1033,63
2025-12-16,13g00,CS1,B5-GD,130,130,SP1033,130
2025-12-16,13g00,CS1,C6-102,100,50,SP1033,50
2025-12-16,13g00,CS1,C6-103,100,50,SP1033,50
2025-12-16,13g00,CS2,H2-201,156,82,CO3017,74
2025-12-16,13g00,CS2,H2-201,156,82,SP1033,82
2025-12-16,13g00,CS2,H2-206,156,82,SP1033,82
2025-12-16,13g00,CS2,H2-301,156,82,CI2145,13
2025-12-16,13g00,CS2,H2-301,156,82,CO3017,18
2025-12-16,13g00,CS2,H2-301,156,82,SP1033,82
2025-12-16,13g00,CS2,H2-306,156,82,CO3017,27
2025-12-16,13g00,CS2,H2-306,156,82,EE3085,47
2025-12-16,13g00,CS2,H2-306,156,82,SP1033,82
2025-12-16,13g00,CS2,H2-401,156,82,EE3085,13
2025-12-16,13g00,CS2,H2-401,156,82,ME4533,61
2025-12-16,13g00,CS2,H2-401,156,82,SP1033,82
2025-12-16,13g00,CS2,H2-406,156,82,CI2145,74
2025-12-16,13g00,CS2,H2-406,156,82,SP1033,82
2025-12-16,13g00,CS2,H3-406,142,75,SP1033,21
2025-12-16,13g00,CS2,H3-501,142,75,SP1033,75
2025-12-16,13g00,CS2,H3-506,142,75,SP1033,75
2025-12-16,13g00,CS2,H6-308,144,76,SP1033,76
2025-12-16,13g00,CS2,H6-811,150,79,SP1033,79
2025-12-16,13g00,CS2,H6-GD,250,250,SP1033,250
2025-12-16,15g30,CS1,B4-505,120,63,CH3015,21
2025-12-16,15g30,CS1,B4-505,120,63,EE3009,6
2025-12-16,15g30,CS1,B4-505,120,63,TR4085,42
2025-12-16,15g30,CS1,B5-GD,130,130,CH3015,27
2025-12-16,15g30,CS1,B5-GD,130,130,ME4217,103
2025-12-16,15g30,CS2,H2-201,156,82,EE3009,74
2025-12-16,15g30,CS2,H2-201,156,82,ME4217,82
2025-12-16,15g30,CS2,H2-406,156,82,CH3015,33
2025-12-16,15g30,CS2,H2-406,156,82,EE3007,27
2025-12-16,15g30,CS2,H2-406,156,82,EE3009,7
2025-12-16,15g30,CS2,H2-406,156,82,ME4217,21
2025-12-16,15g30,CS2,H6-GD,250,250,CH3015,92
2025-12-16,15g30,CS2,H6-GD,250,250,TR4085,158
2025-12-17,07g00,CS1,B1-208,84,44,PH2005,40
2025-12-17,07g00,CS1,B1-208,84,44,SP1007,44
2025-12-17,07g00,CS1,B1-306,84,44,EE3091,40
2025-12-17,07g00,CS1,B1-306,84,44,SP1007,44
2025-12-17,07g00,CS1,B4-305,80,42,EE4451,4
2025-12-17,07g00,CS1,B4-305,80,42,MA4189,5
2025-12-17,07g00,CS1,B4-305,80,42,TR4081,10
2025-12-17,07g00,CS1,B4-305,80,42,TR4089,3
2025-12-17,07g00,CS1,B4-406,108,57,PH2005,51
2025-12-17,07g00,CS1,B4-406,108,57,SP1007,57
2025-12-17,07g00,CS1,B4-501,80,42,EE3069,30
2025-12-17,07g00,CS1,B4-501,80,42,PH2005,30
2025-12-17,07g00,CS1,B4-501,80,42,TR4081,20
2025-12-17,07g00,CS1,B4-502,80,42,SP1007,38
2025-12-17,07g00,CS1,B4-502,80,42,TR4089,42
2025-12-17,07g00,CS1,B4-505,120,63,PH2005,57
2025-12-17,07g00,CS1,B4-505,120,63,SP1007,63
2025-12-17,07g00,CS1,B5-GD,130,130,SP1007,130
2025-12-17,07g00,CS1,B6-306,80,42,CO3037,20
2025-12-17,07g00,CS1,B6-306,80,42,EE4451,14
2025-12-17,07g00,CS1,B6-306,80,42,MA2015,21
2025-12-17,07g00,CS1,B6-306,80,42,TR4047,25
2025-12-17,07g00,CS1,C4-502,80,42,EE3043,15
2025-12-17,07g00,CS1,C4-502,80,42,EE3091,11
2025-12-17,07g00,CS1,C4-502,80,42,EN3209,14
2025-12-17,07g00,CS1,C4-502,80,42,IM4019,15
2025-12-17,07g00,CS1,C4-502,80,42,MA4141,11
2025-12-17,07g00,CS1,C4-502,80,42,ME5005,14
2025-12-17,07g00,CS1,C6-102,100,50,CO3037,50
2025-12-17,07g00,CS1,C6-102,100,50,SP1007,50
2025-12-17,07g00,CS1,C6-103,100,50,EE3091,50
2025-12-17,07g00,CS1,C6-103,100,50,SP1007,50
2025-12-17,07g00,CS2,H1-101,138,73,SP1007,73
2025-12-17,07g00,CS2,H1-104,138,73,SP1007,73
2025-12-17,07g00,CS2,H1-307,135,71,SP1007,20
2025-12-17,07g00,CS2,H2-201,156,82,SP1007,82
2025-12-17,07g00,CS2,H2-201,156,82,TR4089,74
2025-12-17,07g00,CS2,H2-206,156,82,CI3241,47
2025-12-17,07g00,CS2,H2-206,156,82,EN3209,27
2025-12-17,07g00,CS2,H2-206,156,82,SP1007,82
2025-12-17,07g00,CS2,H2-301,156,82,EE3069,17
2025-12-17,07g00,CS2,H2-301,156,82,SP1007,82
2025-12-17,07g00,CS2,H2-301,156,82,TR3017,57
2025-12-17,07g00,CS2,H2-306,156,82,EE3043,74
2025-12-17,07g00,CS2,H2-306,156,82,SP1007,82
2025-12-17,07g00,CS2,H2-401,156,82,SP1007,82
2025-12-17,07g00,CS2,H2-401,156,82,TR4089,74
2025-12-17,07g00,CS2,H2-406,156,82,CI3241,74
2025-12-17,07g00,CS2,H2-406,156,82,SP1007,82
2025-12-17,07g00,CS2,H3-201,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-301,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-306,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-401,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-406,142,75,EE3043,1
2025-12-17,07g00,CS2,H3-406,142,75,EE3069,7
2025-12-17,07g00,CS2,H3-406,142,75,MA2015,5
2025-12-17,07g00,CS2,H3-406,142,75,MA3011,10
2025-12-17,07g00,CS2,H3-406,142,75,ME3171,1
2025-12-17,07g00,CS2,H3-406,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-501,142,75,CH3429,12
2025-12-17,07g00,CS2,H3-501,142,75,EN3209,15
2025-12-17,07g00,CS2,H3-501,142,75,IM4019,18
2025-12-17,07g00,CS2,H3-501,142,75,MA2015,5
2025-12-17,07g00,CS2,H3-501,142,75,SP1007,75
2025-12-17,07g00,CS2,H3-501,142,75,TR4089,17
2025-12-17,07g00,CS2,H3-506,142,75,CI3067,26
2025-12-17,07g00,CS2,H3-506,142,75,MA2015,12
2025-12-17,07g00,CS2,H3-506,142,75,MA4087,29
2025-12-17,07g00,CS2,H3-506,142,75,SP1007,75
2025-12-17,07g00,CS2,H6-308,144,76,IU2011,36
2025-12-17,07g00,CS2,H6-308,144,76,ME3171,32
2025-12-17,07g00,CS2,H6-308,144,76,SP1007,76
2025-12-17,07g00,CS2,H6-811,150,79,CH3321,40
2025-12-17,07g00,CS2,H6-811,150,79,EE3069,31
2025-12-17,07g00,CS2,H6-811,150,79,SP1007,79
2025-12-17,07g00,CS2,H6-GD,250,250,SP1007,250
2025-12-17,13g00,CS1,B1-208,84,44,CH2013,40
2025-12-17,13g00,CS1,B1-208,84,44,CO2003,44
2025-12-17,13g00,CS1,B1-306,84,44,CI2095,40
2025-12-17,13g00,CS1,B1-306,84,44,EE2417,44
2025-12-17,13g00,CS1,B4-305,80,42,CH2013,42
2025-12-17,13g00,CS1,B4-305,80,42,CO1003,36
2025-12-17,13g00,CS1,B4-305,80,42,CO3027,2
2025-12-17,13g00,CS1,B4-406,108,57,CH2013,51
2025-12-17,13g00,CS1,B4-406,108,57,EE2417,57
2025-12-17,13g00,CS1,B4-501,80,42,CO1003,42
2025-12-17,13g00,CS1,B4-501,80,42,EE2417,38
2025-12-17,13g00,CS1,B4-502,80,42,CH2013,42
2025-12-17,13g00,CS1,B4-502,80,42,CO2003,38
2025-12-17,13g00,CS1,B4-505,120,63,CH2013,63
2025-12-17,13g00,CS1,B4-505,120,63,CO2003,57
2025-12-17,13g00,CS1,B5-GD,130,130,CO2003,130
2025-12-17,13g00,CS1,B6-306,80,42,IM3087,38
2025-12-17,13g00,CS1,B6-306,80,42,ME2123,42
2025-12-17,13g00,CS1,C4-301,80,42,CO3027,34
2025-12-17,13g00,CS1,C4-301,80,42,EE2417,32
2025-12-17,13g00,CS1,C4-301,80,42,TR3143,14
2025-12-17,13g00,CS1,C4-304,80,42,CI1003,24
2025-12-17,13g00,CS1,C4-304,80,42,IM3087,9
2025-12-17,13g00,CS1,C4-304,80,42,ME2123,26
2025-12-17,13g00,CS1,C4-304,80,42,ME3011,21
2025-12-17,13g00,CS1,C4-402,80,42,CH2013,3
2025-12-17,13g00,CS1,C4-402,80,42,CI2095,12
2025-12-17,13g00,CS1,C4-402,80,42,CO2003,8
